irradiancia,temp1,temp2,timestamp
1670.3353619059951,22.75,22.75,2024-12-29 05:00:12
10565.842289265831,22.75,22.812,2024-12-29 05:00:17
-2874.530622814968,22.75,22.75,2024-12-29 05:00:23
-5321.766153049334,22.75,22.75,2024-12-29 05:00:29
9594.717078855367,22.75,22.75,2024-12-29 05:00:34
2019.9404376537605,22.75,22.75,2024-12-29 05:00:40
6797.876472873235,22.75,22.75,2024-12-29 05:00:46
2214.1654797358515,22.75,22.75,2024-12-29 05:00:51
-1670.3353619059951,22.75,22.812,2024-12-29 05:00:57
10410.462255600154,22.75,22.75,2024-12-29 05:01:03
8934.351935776253,22.75,22.75,2024-12-29 05:01:08
-6720.186456040398,22.75,22.75,2024-12-29 05:01:14
4117.570892140361,22.812,22.812,2024-12-29 05:01:20
77.69001683283706,22.75,22.812,2024-12-29 05:01:25
-5438.3011782985905,22.75,22.812,2024-12-29 05:01:31
2447.235530234366,22.75,22.812,2024-12-29 05:01:37
8740.126893694158,22.75,22.812,2024-12-29 05:01:42
-7186.326557037423,22.75,22.812,2024-12-29 05:01:48
6914.411498122492,22.812,22.812,2024-12-29 05:01:54
427.2950925806052,22.75,22.812,2024-12-29 05:01:59
-4506.020976304546,22.75,22.75,2024-12-29 05:02:05
582.6751262462793,22.75,22.75,2024-12-29 05:02:11
4001.0358668911067,22.75,22.812,2024-12-29 05:02:16
893.4351935776247,22.75,22.812,2024-12-29 05:02:22
11148.517415512108,22.75,22.75,2024-12-29 05:02:28
8740.126893694158,22.75,22.75,2024-12-29 05:02:33
-6953.256506538912,22.75,22.812,2024-12-29 05:02:39
5865.596270879193,22.75,22.75,2024-12-29 05:02:45
-1437.265311407484,22.75,22.75,2024-12-29 05:02:50
-2641.460572316457,22.75,22.75,2024-12-29 05:02:56
8662.436876861324,22.75,22.75,2024-12-29 05:03:02
-7069.791531788166,22.75,22.75,2024-12-29 05:03:07
-6254.046355043379,22.75,22.75,2024-12-29 05:03:13
9517.02706202253,22.75,22.75,2024-12-29 05:03:19
-1437.265311407484,22.75,22.75,2024-12-29 05:03:24
-3029.910656480642,22.75,22.75,2024-12-29 05:03:30
3068.7556648970594,22.75,22.75,2024-12-29 05:03:36
8118.606759031465,22.75,22.75,2024-12-29 05:03:41
10488.152272432993,22.75,22.75,2024-12-29 05:03:47
-6215.201346626958,22.75,22.75,2024-12-29 05:03:53
-1048.8152272432988,22.75,22.75,2024-12-29 05:03:58
10993.137381846433,22.75,22.75,2024-12-29 05:04:04
-5904.44127929561,22.75,22.75,2024-12-29 05:04:10
5632.526220380682,22.75,22.75,2024-12-29 05:04:15
2214.1654797358515,22.75,22.75,2024-12-29 05:04:21
-7225.17156545384,22.75,22.75,2024-12-29 05:04:27
-5787.9062540463565,22.75,22.75,2024-12-29 05:04:32
9944.322154603135,22.75,22.75,2024-12-29 05:04:38
-7225.17156545384,22.75,22.75,2024-12-29 05:04:44
-3068.7556648970594,22.75,22.75,2024-12-29 05:04:49
6525.961413958306,22.75,22.75,2024-12-29 05:04:55
10798.912339764342,22.75,22.75,2024-12-29 05:05:01
7341.706590703095,22.75,22.75,2024-12-29 05:05:06
5787.9062540463565,22.75,22.75,2024-12-29 05:05:12
4234.105917389618,22.75,22.75,2024-12-29 05:05:18
-5904.441279295613,22.75,22.75,2024-12-29 05:05:23
1670.3353619059951,22.75,22.75,2024-12-29 05:05:29
9517.027062022531,22.75,22.75,2024-12-29 05:05:35
-5321.766153049334,22.75,22.75,2024-12-29 05:05:40
-2486.080538650786,22.75,22.75,2024-12-29 05:05:46
7419.396607535931,22.75,22.75,2024-12-29 05:05:52
-5088.696102550823,22.75,22.75,2024-12-29 05:05:57
-5787.906254046353,22.75,22.75,2024-12-29 05:06:03
2136.4754629030176,22.75,22.75,2024-12-29 05:06:09
-5166.38611938366,22.75,22.75,2024-12-29 05:06:14
5438.301178298588,22.75,22.812,2024-12-29 05:06:20
10954.292373430013,22.812,22.812,2024-12-29 05:06:26
9167.421986274763,22.812,22.812,2024-12-29 05:06:31
-2097.6304544865975,22.812,22.812,2024-12-29 05:06:37
5632.526220380679,22.812,22.812,2024-12-29 05:06:43
-4389.485951055289,22.812,22.812,2024-12-29 05:06:48
-6836.721481289655,22.812,22.812,2024-12-29 05:06:54
-7225.17156545384,22.812,22.812,2024-12-29 05:07:00
-6331.736371876215,22.812,22.812,2024-12-29 05:07:05
-3379.5157322284076,22.812,22.812,2024-12-29 05:07:11
6875.566489706072,22.812,22.812,2024-12-29 05:07:17
-4972.161077301568,22.812,22.812,2024-12-29 05:07:22
6914.411498122492,22.812,22.812,2024-12-29 05:07:28
10993.137381846433,22.812,22.875,2024-12-29 05:07:34
9711.252104104624,22.812,22.812,2024-12-29 05:07:39
194.22504208209406,22.812,22.875,2024-12-29 05:07:45
8273.986792697138,22.875,22.875,2024-12-29 05:07:51
6525.961413958306,22.875,22.875,2024-12-29 05:07:56
-1087.660235659716,22.875,22.875,2024-12-29 05:08:02
